FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Super_Pop
1420	NA12006	0.02639683	0.256984	0.01005582	0.02949658	0.0633256	0.06409083	-0.01309198	-0.1053682	0.001935949	0.002414196	EUR
1421	NA12286	0.02143696	0.2523739	-0.003639882	0.04852423	0.05087085	0.06238398	-0.03280552	-0.1033253	0.002739181	-0.01057076	EUR
1421	NA12287	0.01691518	0.2590915	0.008110742	0.05190542	0.04578823	0.06317423	-0.03210615	-0.1119661	0.006925918	0.006149591	EUR
1421a	NA12282	0.02108152	0.2635561	0.002630198	0.02865521	0.05431309	0.06762414	-0.03712032	-0.1120921	-0.0009635072	0.0008496671	EUR
1421a	NA12283	0.01390274	0.2612895	-0.007072661	0.0335452	0.05342028	0.05520366	-0.04142317	-0.09651028	0.002133687	-0.005015978	EUR
1423	NA11918	0.02431268	0.260543	-0.007286975	0.05207071	0.05726698	0.05650622	-0.02518634	-0.0940451	0.0003418531	-0.0066685	EUR
1423	NA11919	0.0250297	0.2630104	0.005635964	0.03827331	0.04769825	0.06414348	-0.02758241	-0.1001845	0.0008724786	0.001908676	EUR
1423	NA11920	0.01492501	0.2697359	0.001050891	0.04928473	0.05278531	0.05936411	-0.03375392	-0.1054424	-0.001715487	0.004598902	EUR
1424	NA11930	0.01439582	0.2503044	-0.008522798	0.0457322	0.05189646	0.05778917	-0.04166096	-0.09856893	-0.0002295989	5.98156e-05	EUR
1424	NA11931	0.02453904	0.2585513	0.006416368	0.04512532	0.05066759	0.06883084	-0.0322627	-0.1031332	-0.00159537	-0.005301978	EUR
1424a	NA11932	0.01555214	0.2681779	0.0106774	0.04883344	0.04219275	0.06183031	-0.02376483	-0.1006853	-0.003127929	0.01075813	EUR
1424a	NA11933	0.02078203	0.2659262	0.005201024	0.05144099	0.05385339	0.07285504	-0.03442546	-0.1016448	-0.001654582	0.0107942	EUR
1444	NA12748	0.01505638	0.256518	-0.007050444	0.0392172	0.06310074	0.05864939	-0.02181578	-0.1081878	0.01313833	0.002251252	EUR
1444	NA12749	0.03043549	0.2578457	-0.006008429	0.04763606	0.05686784	0.04999925	-0.03542917	-0.1063335	0.01561886	-0.0004435493	EUR
1444	NA12750	0.02093439	0.2584419	-0.01489473	0.03636847	0.0511786	0.06326275	-0.02934578	-0.1095737	0.001789244	0.007423575	EUR
1444	NA12751	0.02593621	0.2560724	0.005609502	0.04417169	0.04991234	0.05094797	-0.02292803	-0.1133478	0.002898758	0.0148423	EUR
1447	NA12760	0.018757	0.2597687	0.008526634	0.03583551	0.0561202	0.06040831	-0.03235339	-0.1086008	-0.00541761	-0.000864038	EUR
1447	NA12761	0.0229424	0.2539456	-0.0002761449	0.02792128	0.06581085	0.06247636	-0.03035751	-0.1119106	-0.008035185	0.005940273	EUR
1447	NA12762	0.01931504	0.2705982	0.004765501	0.0309987	0.05429211	0.06313856	-0.04131187	-0.108827	0.0101196	-0.002830154	EUR
1447	NA12763	0.009054365	0.2555811	-0.006653559	0.03725376	0.04892549	0.06397195	-0.02773577	-0.09413744	-0.001159439	0.003567096	EUR
1451	NA12775	0.0319268	0.2698893	0.01270852	0.05422203	0.05744709	0.05196972	-0.03018904	-0.1088653	-0.001283735	0.004276015	EUR
1451	NA12776	0.01566246	0.2503392	-0.005815167	0.03897233	0.05204852	0.06317939	-0.037629	-0.1130054	0.005035634	0.009023746	EUR
1451	NA12777	0.02920231	0.2684264	-0.003560014	0.0348516	0.05853862	0.06692599	-0.02578283	-0.1187007	-0.004363469	-0.001477821	EUR
1451	NA12778	0.02002756	0.2663469	0.006932028	0.03806966	0.0527153	0.06562617	-0.02774931	-0.1035276	0.005614611	-0.003720282	EUR
1454	NA12812	0.02607852	0.2585389	0.002291106	0.04543353	0.05532105	0.06437812	-0.02405159	-0.1232215	0.01021458	0.007972886	EUR
1454	NA12813	0.02014987	0.2555478	-0.007532938	0.04332074	0.05510898	0.07026373	-0.03325822	-0.0938463	-0.004187244	-0.003968238	EUR
1454	NA12814	0.0162603	0.2562827	0.0122721	0.03686027	0.05274705	0.05959585	-0.02670896	-0.1131351	0.005606661	0.002604465	EUR
1454	NA12815	0.01728924	0.2510708	0.005289376	0.04743649	0.04873296	0.06366869	-0.0295391	-0.1081068	0.007276423	0.003376163	EUR
1456	NA12827	0.01389441	0.2650894	0.01507779	0.02984918	0.05449137	0.06818746	-0.02829064	-0.1075875	0.003475639	-0.0005533646	EUR
1456	NA12828	0.01597631	0.2575245	-0.004345458	0.04428575	0.04284022	0.05986569	-0.02438956	-0.1058336	0.003298338	0.005201686	EUR
1456	NA12829	0.01357237	0.2576995	0.007200763	0.04447172	0.04775979	0.065312	-0.04521641	-0.1092571	-0.004965921	0.006025862	EUR
1456	NA12830	0.02649588	0.2486041	0.01491968	0.03616551	0.05719341	0.06536151	-0.03416165	-0.1150634	0.002909942	0.003909904	EUR
1458	NA12842	0.01998738	0.2662713	-0.01025524	0.04625275	0.05544263	0.06539598	-0.02484598	-0.1020848	0.004228173	0.001479052	EUR
1458	NA12843	0.03493667	0.2573054	-0.001167292	0.04210162	0.06165165	0.057868	-0.02340196	-0.109697	-9.888062e-05	0.002637472	EUR
1459	NA12872	0.02681097	0.2542797	-0.01013354	0.04489645	0.05412481	0.06178611	-0.03581473	-0.09670313	0.004778529	-0.001754006	EUR
1459	NA12873	0.01912948	0.2569425	-0.001405894	0.03941044	0.05562059	0.0625458	-0.03893193	-0.09879459	0.01346147	-0.0003341203	EUR
1459	NA12874	0.0214914	0.2575176	-0.001213835	0.04046498	0.05688253	0.07468522	-0.03469107	-0.1157202	0.001959615	-0.009193257	EUR
1463	NA12889	0.01155677	0.2676056	0.002221746	0.03974754	0.05725979	0.07835624	-0.03402104	-0.1070856	0.006519772	-0.002176508	EUR
1463	NA12890	0.01685187	0.2546205	-0.001833986	0.03464521	0.05415526	0.05831487	-0.02304776	-0.1065152	0.005946371	-0.01056365	EUR
2393	NA19735	0.1506463	-0.154478	0.04406112	0.02901836	0.1420223	-0.004948572	0.03467884	0.07964009	-0.04400575	0.02287069	AMR
13281	NA12347	0.02398921	0.2484766	0.004108766	0.04328566	0.05186473	0.06688294	-0.03067556	-0.1105404	0.0003005186	-0.01170393	EUR
13281	NA12348	0.02038443	0.2538638	0.002151711	0.03135758	0.06349405	0.07064512	-0.01703143	-0.1115433	-0.0006858325	-0.004649113	EUR
13291	NA06986	0.03369786	0.2657068	0.0003922612	0.0488159	0.05508259	0.05702756	-0.03838969	-0.1074267	-0.002665404	-0.004119177	EUR
13291	NA07037	0.0121411	0.2625472	0.006399748	0.03862673	0.05024809	0.05909904	-0.03297101	-0.1090846	-0.002499432	-0.005160327	EUR
13292	NA07051	0.01776368	0.2609596	-0.0027672	0.03634182	0.04551008	0.05745927	-0.01632431	-0.1051241	0.01097069	0.003104634	EUR
BD01	HG03006	1.208013e-05	0.06775116	-0.1900142	0.2103542	-0.08147784	-0.05817129	0.009224229	0.01551801	0.003843512	-0.002269702	SAS
BD01	HG03007	0.002636404	0.07521153	-0.1878922	0.2211208	-0.07629923	-0.05118189	0.002114693	0.01880091	-0.009838348	-0.0003781339	SAS
BD05	HG03589	-0.01169168	0.06004672	-0.201169	0.2029094	-0.08079084	-0.04324455	0.003287621	0.0102136	0.01054598	0.007690703	SAS
BD09	HG03600	-0.01424083	0.06892252	-0.1780454	0.2535312	-0.09094784	-0.0609685	0.01181491	0.03437	-0.004377037	-0.008405018	SAS
BD3	HG03012	-0.001115325	0.05892292	-0.2030909	0.2122564	-0.08724841	-0.0374489	0.01050914	0.01612979	-0.006632092	-0.01447053	SAS
BD4	HG03585	0.0009529178	0.07288865	-0.2021395	0.1933127	-0.06286665	-0.03625525	0.002356221	0.01060928	0.006038517	-0.001231956	SAS
BD6	HG03593	0.006095693	0.06911602	-0.1886531	0.2072947	-0.06646174	-0.0479107	0.006871301	0.02307479	0.0003456016	0.003074747	SAS
BD7	HG03594	0.0002697143	0.06063933	-0.1990955	0.2036146	-0.05712215	-0.0419102	0.01507713	0.02367921	-0.0003427502	0.002049882	SAS
BD7	HG03595	0.01226028	0.07005439	-0.1894609	0.1845911	-0.06808093	-0.03463412	0.01423806	0.01615982	0.01559311	-0.002565335	SAS
BD8	HG03598	0.006483028	0.05962658	-0.1906246	0.1916131	-0.06279899	-0.03769833	0.01173952	0.01682671	-0.0009209428	0.002134347	SAS
BD10	HG03603	0.003471009	0.06519364	-0.2006933	0.2147626	-0.06436991	-0.05679103	0.007748298	0.02012429	-0.006797329	0.006196938	SAS
BD10	HG03604	-0.006415128	0.06588235	-0.1896962	0.203743	-0.07556502	-0.04199972	0.01616773	0.01904138	0.01058163	0.0008049808	SAS
BD11	HG03607	0.01228801	0.06605417	-0.1926238	0.187958	-0.0695427	-0.0413362	0.01033745	0.01572984	-0.01261208	0.007802996	SAS
BD12	HG03611	-0.004439231	0.06761929	-0.185302	0.2083424	-0.08187687	-0.03737796	0.01491118	0.01615189	0.008609805	0.001634978	SAS
BD14	HG03615	0.006935736	0.06357572	-0.2018089	0.1971738	-0.07329099	-0.03889049	0.006562595	0.001427624	0.001546127	0.008173697	SAS
BD14	HG03616	0.003070605	0.06393779	-0.1983412	0.2011209	-0.07247136	-0.03201859	0.001599393	0.005735543	-0.009690624	0.005333467	SAS
BD15	HG03793	0.002083165	0.06824124	-0.1860654	0.2184607	-0.0841861	-0.03894384	-0.005115937	0.01392739	0.009650723	-0.005452862	SAS
BD16	HG03796	0.009268423	0.02976585	-0.2240173	0.1814866	-0.07124801	-0.03820209	0.000345425	0.01694546	0.004866621	-0.004712796	SAS
BD17	HG03800	0.0009699101	0.03410924	-0.22914	0.1868775	-0.06847657	-0.05256468	0.01660805	0.02564327	-0.0001549778	-0.01802605	SAS
BD18	HG03802	0.001511732	0.07585088	-0.196018	0.2136871	-0.07696565	-0.04373722	0.002427202	0.01497132	0.009975254	-0.01115384	SAS
BD18	HG03803	0.008288526	0.07246423	-0.1889334	0.2082965	-0.08345002	-0.04312434	0.01278527	0.005583112	-0.001756749	-0.007081193	SAS
BD19	HG03805	-0.001506958	0.06452153	-0.1942697	0.203074	-0.06103084	-0.04687637	-0.004664117	0.02345784	-0.0002232008	0.002875452	SAS
BD20	HG03808	0.004519857	0.06905126	-0.2029261	0.1904362	-0.04933529	-0.04853035	0.002850609	0.0120966	-0.001219186	0.002203388	SAS
BD20	HG03809	-0.001180892	0.0689256	-0.1934029	0.2018144	-0.08313523	-0.0477028	0.01137593	0.01606561	0.001851257	0.006256137	SAS
BD22	HG03814	0.01656549	0.06174051	-0.1996613	0.1971019	-0.05857145	-0.04687444	0.008816635	0.01463304	-0.01014369	0.004527142	SAS
BD22	HG03815	0.01399611	0.05505355	-0.1992163	0.1860086	-0.06726529	-0.04611404	0.003827589	0.01885766	-0.001859259	-0.00911311	SAS
BD23	HG03817	0.004396014	0.06250765	-0.1925507	0.1924641	-0.084501	-0.05283775	0.004863366	0.02155436	-0.001047091	0.009900913	SAS
BD24	HG03821	0.001016763	0.07317584	-0.1987781	0.2039829	-0.07748901	-0.04628114	0.01398535	0.02797709	-0.01073341	0.01514413	SAS
BD25	HG03823	0.01218566	0.07574749	-0.1836018	0.199895	-0.06610758	-0.05332517	0.01598566	0.003664095	-0.007271186	0.01797605	SAS
BD25	HG03824	0.003661959	0.04070803	-0.2072082	0.1902533	-0.06189998	-0.04068404	0.005679137	0.01522665	-0.003447524	-0.009710958	SAS
BD26	HG03826	0.001257475	0.06607176	-0.1948574	0.20774	-0.06504579	-0.04385636	0.003537242	0.01754817	0.005404977	0.002897885	SAS
BD27	HG03829	0.004787139	0.06582435	-0.1997214	0.2028264	-0.07763352	-0.037813	0.008056151	0.01430202	0.005597079	-0.01120734	SAS
BD27	HG03830	0.001978783	0.05996401	-0.2060677	0.1975496	-0.07044819	-0.05102324	0.005529263	0.01911286	-0.008520081	-0.02109828	SAS
BD28	HG03832	0.00178628	0.05551929	-0.2041112	0.1993662	-0.05800639	-0.04470374	0.001454029	0.01468407	-0.005718321	-0.0006185392	SAS
BD28	HG03833	0.01583006	0.06195202	-0.1943308	0.1898275	-0.06451738	-0.02499466	-0.004319822	0.006066805	-0.007836242	0.005023918	SAS
BD30	HG03905	0.01689982	0.05990086	-0.1955375	0.1950022	-0.05806845	-0.04672635	0.01929995	0.01119912	-0.00664391	0.007410454	SAS
BD31	HG03907	0.004017354	0.05493451	-0.1967653	0.2035832	-0.06834969	-0.04819555	0.01594384	0.01909989	0.004590999	0.00164929	SAS
BD31	HG03908	-0.0108428	0.07508561	-0.1911181	0.2081954	-0.06865734	-0.05005333	-0.001206677	0.01215761	-0.01440996	0.00194995	SAS
BD32	HG03910	0.009473985	0.06117761	-0.203498	0.2005711	-0.07265766	-0.05598624	-0.004736774	0.009750624	0.0003735986	-0.004624424	SAS
BD32	HG03911	0.003744228	0.06819532	-0.1860463	0.2008154	-0.06261306	-0.0496771	0.005884301	0.01127038	-0.003728276	-0.002773035	SAS
BD33	HG03913	0.01089082	0.06322464	-0.1933611	0.20641	-0.06930169	-0.04015358	0.002821222	0.00953606	-0.00225174	-0.008940503	SAS
BD33	HG03914	0.01412311	0.05677238	-0.1987299	0.2048794	-0.07391632	-0.04626293	0.01079273	0.006798962	-0.0001317944	0.001619113	SAS
BD34	HG03917	0.00395765	0.06429039	-0.2025869	0.2003508	-0.07046083	-0.04978015	0.003771695	0.02591731	-0.009505571	-0.002651436	SAS
BD35	HG03919	-0.0003152169	0.09950985	-0.1623645	0.2146952	-0.07648392	-0.03503571	0.01688244	0.01562855	0.009611445	0.00758979	SAS
BD35	HG03920	0.005747695	0.07844012	-0.193506	0.2124057	-0.07256228	-0.03502421	0.01289697	0.01114165	0.008298687	-0.002747527	SAS
BD36	HG03922	0.004254066	0.07080692	-0.2043725	0.1959826	-0.05710373	-0.04166695	0.004882079	0.02786824	-0.005120459	0.00265531	SAS
BD37	HG03925	-0.004466922	0.06212797	-0.194552	0.2037708	-0.07400639	-0.04025826	0.005161722	0.01353333	-0.008088546	0.0113079	SAS
BD37	HG03926	0.0005536389	0.0532931	-0.207217	0.1826778	-0.06633686	-0.05158208	0.01834794	0.01595189	0.001489604	-0.0003290991	SAS
BD38	HG03928	-0.001703833	0.06118409	-0.1893915	0.2190467	-0.07102788	-0.03856619	-0.002694558	0.01722107	0.008673923	1.385395e-05	SAS
BD39	HG03931	0.005603959	0.05853087	-0.188259	0.2014386	-0.06236311	-0.04525328	-0.002682283	0.02152359	-0.00362937	0.01107623	SAS
BD40	HG03934	0.007508126	0.06429577	-0.1959923	0.208719	-0.07575219	-0.04715577	0.002386154	0.0215153	-0.01151608	-0.01366486	SAS
BD41	HG03937	0.0135592	0.05490901	-0.1979943	0.1960542	-0.07197862	-0.03646972	0.002471352	0.01190543	-0.005044488	-0.006306523	SAS
BD42	HG03940	-0.01014657	0.06674406	-0.1853693	0.2637049	-0.09634901	-0.06247988	0.01870092	0.02656146	0.002830107	0.003420023	SAS
BD42	HG03941	-0.007307284	0.06395799	-0.1969522	0.2576407	-0.08902919	-0.07485367	0.01252044	0.02578487	-0.000991713	0.002673524	SAS
BD44	HG04131	0.002493905	0.05633753	-0.1892776	0.1846601	-0.07237129	-0.04203992	0.003042435	0.02330435	-0.006569738	-0.005061777	SAS
BD45	HG04134	0.004291529	0.06194436	-0.1950063	0.1894886	-0.05214683	-0.03773779	0.001584435	0.009835838	-0.01199771	0.005253609	SAS
BD47	HG04140	0.005490957	0.04847146	-0.2156031	0.1955882	-0.06899044	-0.04536914	0.006342007	0.01625544	0.0009832471	0.005941713	SAS
BD47	HG04141	0.01541271	0.06371043	-0.188357	0.2011443	-0.06198416	-0.0520334	0.006194296	0.02572429	0.01041124	-0.01347724	SAS
BD48	HG04144	-0.0009587751	0.07939681	-0.1773962	0.196554	-0.07876894	-0.03979185	0.005348435	0.01117169	-0.007126518	0.0008980718	SAS
BD49	HG04146	0.008660121	0.06615267	-0.1939662	0.1978706	-0.07282101	-0.04030316	0.008351227	0.02153863	0.0008045594	0.01379764	SAS
BD51	HG04152	0.00483821	0.05990993	-0.2155718	0.19615	-0.07431599	-0.04317757	0.01270597	0.01600196	-0.001374177	0.002333723	SAS
BD51	HG04153	-0.001554806	0.06650241	-0.1943399	0.1959085	-0.06685766	-0.04390976	0.01505853	0.008127092	-0.00542339	-0.002334763	SAS
BD52	HG04155	-0.006147372	0.06251362	-0.1992898	0.2024049	-0.06023914	-0.05131639	0.01035838	0.02912249	0.002054252	0.008554436	SAS
BD52	HG04156	0.003194512	0.06832773	-0.1957648	0.1946016	-0.07538622	-0.0359473	0.007911214	0.01335865	-0.0002860559	-0.00691635	SAS
BD53	HG04158	0.0003016199	0.06279489	-0.1962704	0.1995463	-0.0758807	-0.03731002	0.00397015	0.008033288	0.001562851	-0.008534905	SAS
BD53	HG04159	0.003631982	0.07050037	-0.1855215	0.1948181	-0.06823102	-0.04710958	0.009052532	0.02325215	0.013693	-0.01237438	SAS
BD54	HG04161	0.01330226	0.05217697	-0.1959099	0.1914759	-0.07808079	-0.05709665	0.01737186	0.006383616	-0.006020954	0.0008266197	SAS
BD54	HG04162	0.0191584	0.0593266	-0.2094345	0.1939019	-0.06717821	-0.03893774	0.002657926	0.01838453	0.002988727	-0.005023305	SAS
BD55	HG04164	-0.002901209	0.0719773	-0.1829897	0.2000126	-0.07137926	-0.03657698	0.005634804	0.01503836	0.008773316	-0.009182219	SAS
BD57	HG04171	-0.0046867	0.05382623	-0.1985503	0.1990753	-0.07595946	-0.05362653	-0.000418554	0.01628906	0.008581847	0.001985802	SAS
BD58	HG04173	0.002703099	0.06729561	-0.1917879	0.1975418	-0.08035803	-0.04930718	0.01586436	0.008863788	0.002643019	-0.009439146	SAS
BD59	HG04176	0.008460568	0.0599002	-0.1874326	0.2046684	-0.070191	-0.04161995	0.0116291	0.0211368	-0.008105672	-0.007358499	SAS
BD59	HG04177	-0.00555692	0.06048112	-0.204187	0.2046135	-0.07693589	-0.03494548	-0.007840348	0.01499379	0.00574674	0.001252004	SAS
BD60	HG04180	0.004406989	0.06566721	-0.1959993	0.2134598	-0.07363978	-0.03881497	0.004440062	0.01886119	-0.0001810171	0.006329959	SAS
BD61	HG04182	0.01688972	0.0591366	-0.1949733	0.2021173	-0.06463803	-0.05273881	0.0008974768	0.02724744	0.006333532	0.009898738	SAS
BD61	HG04183	0.003020518	0.05225905	-0.1992806	0.1935398	-0.06888812	-0.03571224	0.01557443	0.02717789	-0.001441476	-0.01112406	SAS
BD62	HG04185	-0.002290694	0.0759647	-0.1722208	0.243629	-0.0977341	-0.05741608	0.007515126	0.02847588	-0.005426368	0.003493608	SAS
BD62	HG04186	-0.006376584	0.06552208	-0.2026897	0.2547902	-0.08558139	-0.06463639	0.01914249	0.04175932	0.004898533	-0.007920965	SAS
BD63	HG04188	0.0155722	0.06664715	-0.1930779	0.2061922	-0.06518976	-0.03876731	0.01214602	0.01596707	-0.008125071	-0.0003488297	SAS
BD63	HG04189	0.001637871	0.06564594	-0.1966957	0.1994059	-0.08534867	-0.05620061	0.004774551	0.01209001	0.002952831	0.0004334483	SAS
BD65	HG04194	0.01022857	0.07528798	-0.1898376	0.2069369	-0.07520739	-0.03736329	0.0106607	0.01258705	-0.0002290716	0.006425819	SAS
BD65	HG04195	0.005398083	0.06010684	-0.2004592	0.1798445	-0.07341618	-0.03837709	0.01174717	0.03078758	-0.002032798	-0.01895052	SAS
CDX2	HG02371	0.06947256	-0.1437782	-0.4599678	-0.08423574	-0.003341595	0.0009214223	-0.01302866	-0.007816807	-0.001833538	-0.008629028	EAS
GB15	HG02461	-0.5577035	-0.1741185	0.02318081	-0.01531692	-0.101373	0.01187401	-0.0007718266	-0.01756448	-0.009198893	0.01236518	AFR
GB15	HG02462	-0.5430988	-0.1525933	0.03920944	-0.0243309	-0.06902436	0.01774398	-0.0125642	-0.02881789	-0.008182531	0.002823244	AFR
