FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
1CM-021	1CM-021	-0.1438836	-0.1052681	0.09168102	-0.01642304	-0.02075594	0.03380143	0.01016523	0.02102168	-0.007094041	-0.000516697
1CM-022	1CM-022	0.1749298	-0.08302515	0.119505	-0.01649091	0.02997768	0.01901973	0.01183077	0.04933709	-0.01080452	0.005037491
1CM-025	1CM-025	0.01621128	0.1865063	-0.03486807	0.05529199	-0.01309748	-0.02504256	-0.02087179	0.04142782	-0.009792246	0.01457129
1CM-026	1CM-026	0.101323	-0.01553843	0.07296959	-0.003608419	0.01241869	0.001921945	0.005383626	0.04136002	-0.0172014	0.008749371
1CM-027	1CM-027	0.1113617	0.02028772	0.07028476	0.01184519	0.0149934	-0.001234305	0.004105851	0.04909098	-0.01664435	0.01361896
1CM-028	1CM-028	0.1135563	-0.03370884	0.09440303	0.0008819216	0.0170752	0.008036227	0.009088468	0.008119617	-0.003416038	-0.001167356
1CM-029	1CM-029	0.2906044	-0.2405465	0.2105511	-0.05936232	0.05522061	0.04495271	0.02912766	0.03678555	-0.00989352	-0.00368785
1CM-032	1CM-032	0.215596	-0.1620419	0.1581928	-0.04427659	0.04466938	0.03616637	0.01936313	0.05626575	-0.01270848	-0.002270962
1CM-034	1CM-034	0.1867851	-0.1290054	0.1459565	-0.03518582	0.03188233	0.02706305	0.01866227	0.0440245	-0.01156231	0.01011916
1CM-035	1CM-035	0.151386	-0.05467795	0.1050894	-0.01464649	0.02632938	0.01691436	0.01031068	0.04789167	-0.01680266	0.006329304
1CM-039	1CM-039	0.1908031	-0.1419152	0.1502262	-0.0419016	0.04010498	0.02574669	0.01804835	0.0408624	-0.01170258	0.007049345
1CM-040	1CM-040	0.1945188	-0.1482459	0.1512259	-0.03287229	0.03412398	0.03415847	0.0170689	0.04783128	-0.01106906	-0.002483622
1CM-042	1CM-042	0.1116535	0.01388079	0.06825363	0.005923901	0.01387581	0.0007461034	0.002346502	0.04250962	-0.0179911	0.00877342
2CM-001	2CM-001	0.2321721	-0.1554564	0.1642231	-0.04007622	0.04224	0.03383777	0.01485201	0.0546607	-0.0215554	0.0009379552
2CM-002	2CM-002	0.265125	-0.201398	0.1843638	-0.0590867	0.04998892	0.03926027	0.02220141	0.05497552	-0.01305833	0.002943043
2CM-004	2CM-004	0.2047632	-0.1188622	0.1417107	-0.03121261	0.03581537	0.02470573	0.008191987	0.04826293	-0.01135732	-0.002342758
2CM-006	2CM-006	0.1628109	-0.04047422	0.09566637	-0.01606455	0.02417169	0.01294523	0.003255636	0.04499167	-0.01115461	0.004164222
2CM-007	2CM-007	0.1477948	-0.03953261	0.09946175	-0.01072895	0.02658684	0.01444244	0.01241429	0.04204268	-0.01516589	0.006571262
2CM-008	2CM-008	0.1169669	-0.0420229	0.08607035	-0.002473068	0.01308322	0.01180776	0.006257128	0.03833859	-0.01832219	0.001133594
2CM-009	2CM-009	0.01846747	0.1384503	-0.005547626	0.04314116	-0.009724013	-0.01341183	-0.008162776	0.03149714	-0.01053835	0.01480356
2CM-010	2CM-010	-0.002121454	0.2677897	-0.07012866	0.06852722	-0.02167055	-0.04033748	-0.02878614	0.04336415	-0.01016267	0.005241208
2CM-011	2CM-011	0.1207908	0.0007336651	0.07089938	0.002840875	0.01890529	0.003575546	-0.001971766	0.04374427	-0.02396883	0.01259582
2CM-012	2CM-012	0.1459565	-0.01561685	0.09000013	-0.0006908368	0.02505684	0.001871017	0.005512794	0.03983525	-0.0177104	0.00587621
2CM-013	2CM-013	0.2558226	-0.2011554	0.197662	-0.04970662	0.04994264	0.0417325	0.02174706	0.04165659	-0.01469912	-0.0006774545
2CM-014	2CM-014	0.1561045	-0.041315	0.1010785	-0.01062005	0.02746013	0.01079179	0.008933391	0.04367821	-0.01270207	0.006568888
2CM-015	2CM-015	0.126515	-0.03552385	0.08946932	-0.00794873	0.01388206	0.007076442	0.003149117	0.03377766	-0.008613613	0.003361318
2CM-016	2CM-016	0.08861006	0.02983338	0.05070046	0.008761989	0.005925449	0.0004799665	-0.009395129	0.03439323	-0.0151011	0.002803139
2CM-017	2CM-017	0.2341268	-0.1706916	0.1750158	-0.04478268	0.04568858	0.03548368	0.01542369	0.04710062	-0.01504451	-0.002878149
2CM-018	2CM-018	0.0868909	-0.003567673	0.07185037	0.007683245	0.01564197	0.01177975	0.001609494	0.04772125	-0.01909414	0.002059227
2CM-019	2CM-019	0.02014972	0.133173	-0.01720931	0.02672512	-0.00725825	-0.02267116	-0.01160346	0.0528728	-0.003670655	0.01735008
2CM-020	2CM-020	-0.02003336	-0.07588424	0.09991678	-0.007390439	-0.002519052	0.02198486	0.01267747	0.02695643	-0.00731826	0.006118675
2CM-022	2CM-022	0.07772311	0.01112628	0.06029958	0.001997935	0.007814758	0.002065006	-0.0002144034	0.04226891	-0.006479475	0.01039799
2CM-023	2CM-023	-0.009688844	0.2783712	-0.06498187	0.0882572	-0.01788524	-0.03727892	-0.03072977	0.02687651	-0.008218392	0.01305065
2CM-024	2CM-024	0.07064072	0.01961336	0.06303061	0.01511383	0.008308669	0.004978046	-0.0007832678	0.04096107	-0.01677495	0.007748996
2CM-025	2CM-025	0.1433629	-0.0524872	0.1056869	-0.007203668	0.02281165	0.01513731	0.01192828	0.04532083	-0.01659465	0.003937264
2CM-026	2CM-026	0.1955694	-0.1024355	0.1325963	-0.0275816	0.03148891	0.01987301	0.0142103	0.04914105	-0.01542905	0.005774388
2CM-027	2CM-027	0.07575117	0.0301927	0.05667139	0.01246751	0.003026946	-0.002473648	-0.003948949	0.05275323	-0.01654439	0.007334478
2CM-028	2CM-028	0.08369174	0.02693094	0.05213311	0.01593395	0.01037449	2.649442e-05	0.000420338	0.02897396	-0.0131272	0.006186019
2CM-029	2CM-029	0.1150945	-0.03013805	0.0867254	-0.005692382	0.0185817	0.01879486	0.003527878	0.04676414	-0.01643255	0.007483659
2CM-030	2CM-030	0.2884015	-0.240608	0.2136503	-0.06656437	0.06086218	0.04308581	0.02855438	0.04489722	-0.01806789	0.002445918
2CM-032	2CM-032	0.2901316	-0.2516964	0.2139193	-0.06932462	0.05679065	0.04670258	0.02183652	0.05786855	-0.01464852	0.0003999212
2CM-036	2CM-036	0.18753	-0.1271439	0.1392418	-0.04028923	0.03247783	0.02760399	0.01339846	0.06468464	-0.01367696	0.005399827
2CM-039	2CM-039	0.2004127	-0.1289774	0.1405541	-0.03090448	0.03150052	0.02832791	0.01274224	0.05336106	-0.02299133	0.008093721
2CM-040	2CM-040	0.2423589	-0.2183842	0.1927171	-0.05936432	0.05016116	0.04436762	0.02135099	0.05452133	-0.0108601	-0.0007574655
2CM-041	2CM-041	0.1369482	-0.06421545	0.1100337	-0.01377582	0.02255119	0.02476223	0.003459405	0.05443919	-0.02021923	0.00441539
2CM-044	2CM-044	0.07155527	0.01818499	0.05147952	0.007450398	0.006399381	0.0009594875	-0.00561092	0.03096597	-0.01052757	0.006150038
2CM-045	2CM-045	0.2149328	-0.1515972	0.1615466	-0.04158826	0.03587449	0.03051799	0.02215538	0.03550331	-0.01480497	0.003449802
2CM-047	2CM-047	0.03800966	0.1033707	0.01222535	0.03523716	-0.006851299	-0.007221238	-0.00861089	0.04106998	-0.01633983	0.00673937
2CM-048	2CM-048	0.1527823	-0.06753263	0.09995617	-0.02272637	0.02362234	0.01644094	0.008205304	0.04811219	-0.01849803	0.01041882
2CM-049	2CM-049	0.1653933	-0.09662377	0.132708	-0.01878279	0.03249683	0.02135811	0.01511567	0.02255586	-0.01337569	0.006395138
2CM-051	2CM-051	0.1813597	-0.1039959	0.1260574	-0.02744269	0.0296636	0.03164446	0.01568763	0.04482523	-0.01413073	0.0009663539
2CM-054	2CM-054	0.164401	-0.0800755	0.1188451	-0.02466465	0.02772822	0.02008044	0.006490733	0.04756827	-0.01188433	0.00858333
2CM-055	2CM-055	0.2313378	-0.1723543	0.1671509	-0.04870777	0.04437957	0.03787798	0.01108049	0.06423023	-0.01819252	0.002883303
2CM-058	2CM-058	0.1483229	-0.1003757	0.1217293	-0.02657504	0.02905994	0.0204909	0.01281263	0.04183185	-0.0145601	0.005032113
2CM-059	2CM-059	0.1641387	-0.05080345	0.1017403	-0.01191159	0.02448388	0.01313669	0.004699468	0.04546059	-0.01455788	0.006225867
2CM-060	2CM-060	0.1623749	-0.06962375	0.1099312	-0.01793638	0.02892807	0.01905841	0.01086382	0.05022057	-0.01107107	-0.0003584283
2CM-064	2CM-064	0.2130409	-0.1578437	0.1535216	-0.04202282	0.0356112	0.02834808	0.01637981	0.05372742	-0.01602477	-0.003629431
2CM-065	2CM-065	0.04813534	0.1394512	-0.001275774	0.03658595	-0.0004360964	-0.01531997	-0.01377128	0.04313716	-0.01238832	0.004135623
2CM-067	2CM-067	0.1464462	-0.04137807	0.09383402	-0.008445546	0.0244999	0.01365004	0.003842837	0.03897615	-0.01263609	0.006451657
2CM-068	2CM-068	0.07178819	0.05270888	0.03619658	0.0146382	0.0007907148	0.001404929	-0.004758502	0.03274182	-0.0100671	0.01489734
2CM-069	2CM-069	0.1417159	-0.0339008	0.08739578	-0.008798224	0.02128817	0.01349041	0.003561153	0.04647218	-0.01465316	0.002691853
2CM-071	2CM-071	0.1917182	-0.1438492	0.1494499	-0.03564051	0.0380816	0.03085658	0.01496783	0.06150387	-0.01482303	0.006620823
2CM-072	2CM-072	0.1174234	-0.01481304	0.08628126	0.003502299	0.01754233	0.002419336	-0.001479915	0.05103996	-0.01469942	0.00406962
2CM-074	2CM-074	0.137132	-0.037025	0.09667572	-0.006219779	0.0246275	0.01012931	0.003395852	0.04244763	-0.0138229	0.01157522
2CM-075	2CM-075	0.2144683	-0.1546018	0.1655738	-0.04340513	0.04562491	0.03552559	0.013741	0.04900448	-0.01820478	-0.002098677
2CM-076	2CM-076	0.1976128	-0.1150219	0.1410798	-0.03139211	0.03588442	0.02941272	0.0114642	0.04453631	-0.0120354	0.005895727
2CM-077	2CM-077	0.1443398	-0.04013867	0.09237036	-0.007952933	0.02209606	0.0166742	0.002118072	0.04525624	-0.0135969	0.0002090401
2CM-078	2CM-078	0.04005355	0.1343655	-0.001557174	0.04371977	-0.004292517	-0.01564823	-0.01056423	0.04202542	-0.01717586	0.008543586
2CM-079	2CM-079	0.07848325	0.03491418	0.05966736	0.015104	0.009748127	0.005189337	-0.002504381	0.03928913	-0.01355101	0.01015786
2CM-082	2CM-082	0.2806818	-0.242228	0.2085847	-0.06871743	0.05212756	0.03692784	0.02516304	0.04428409	-0.01023723	0.007154183
2CM-083	2CM-083	0.1691906	-0.09566848	0.1205764	-0.02353571	0.02740957	0.02695558	0.00696245	0.04859342	-0.0201584	0.007540554
2CM-084	2CM-084	0.1882223	-0.09915745	0.1344944	-0.02668949	0.02810673	0.01929615	0.01650711	0.04471011	-0.01446443	0.01164952
2CM-085	2CM-085	0.242216	-0.1829468	0.1736319	-0.04950194	0.05143334	0.03384403	0.01278605	0.04889086	-0.0150231	0.001441784
2CM-086	2CM-086	0.1340104	-0.02869247	0.08317731	-0.004306643	0.02090087	0.01087886	-0.0006990323	0.04269083	-0.008750009	0.002046914
2CM-087	2CM-087	0.1806452	-0.1094642	0.1297563	-0.02841379	0.03180391	0.02338016	0.01114997	0.05012145	-0.01849482	0.006999931
2CM-088	2CM-088	0.1892605	-0.1124137	0.1400998	-0.02596181	0.03360583	0.0238616	0.008325706	0.04669261	-0.01355613	0.004429223
2CM-089	2CM-089	0.1075794	0.008519717	0.06286589	0.0004253511	0.01537592	0.001666209	-0.0004628595	0.03736951	-0.0134798	0.01224098
2CM-090	2CM-090	0.1289726	-0.02390637	0.08763071	-0.003859992	0.02169775	0.01090358	0.002045371	0.04280434	-0.01289235	0.009929244
2CM-091	2CM-091	0.07149144	0.06608147	0.03384985	0.01629969	0.004093069	-0.005137266	-0.007647262	0.03749796	-0.01036604	0.01242329
2CM-092	2CM-092	0.09637827	-0.06859518	0.1021926	-0.0156236	0.0173076	0.02400645	0.001338136	0.03829949	-0.0163859	0.01009237
2CM-093	2CM-093	0.1307374	-0.03360777	0.09326015	-0.005238556	0.01981988	0.007528593	0.003020351	0.04102515	-0.01325133	0.004476581
2CM-094	2CM-094	0.2570011	-0.2133924	0.1911662	-0.05707878	0.05229647	0.04243382	0.02217264	0.05891389	-0.02004367	0.007923663
2CM-095	2CM-095	0.1900868	-0.1150087	0.1399851	-0.03701958	0.03009419	0.02665744	0.01121396	0.05357793	-0.02355787	0.0109333
2CM-096	2CM-096	0.2859779	-0.2393315	0.2133756	-0.0641179	0.05286506	0.04729397	0.02137219	0.03982202	-0.01792314	0.00352005
2CM-097	2CM-097	0.07026768	0.0820597	0.0243954	0.02569706	0.001660351	-0.01126902	-0.006761929	0.0405694	-0.01272528	0.01399547
2CM-099	2CM-099	0.0833648	-0.06009283	0.0888658	-0.008933337	0.01316623	0.01715277	0.00423105	0.04473495	-0.01089785	0.005507852
2CM-100	2CM-100	-0.01768482	0.1070367	-0.007240995	0.01679465	-0.01354218	-0.01830574	0.001495393	0.04236121	-0.006720008	0.02069063
2CM-101	2CM-101	0.02012492	0.06129172	0.02865023	0.02033644	-0.003267381	-0.0005648047	-0.0121036	0.03516249	-0.01652055	0.01033465
2CM-102	2CM-102	0.1361059	-0.04328856	0.09794921	-0.006532296	0.02105827	0.007355595	0.006818615	0.009757145	0.001508652	-0.001230792
2CM-103	2CM-103	0.1663513	-0.09723825	0.1252145	-0.03062873	0.03063611	0.0273772	0.01011018	0.05868389	-0.01228316	0.009019727
2CM-104	2CM-104	0.05810747	0.08209413	0.02335572	0.03083851	0.001762348	-0.009785917	-0.008755531	0.03438372	-0.01517675	0.007550544
2CM-108	2CM-108	0.1131218	-0.02179125	0.08581057	-4.09041e-05	0.01691572	0.01369433	0.003670753	0.0518213	-0.01428373	0.007285773
2CM-109	2CM-109	0.1275788	-0.01718604	0.08778972	-0.002564496	0.01966174	0.00645418	0.008120827	0.04412405	-0.01717369	0.00680375
2CM-110	2CM-110	0.124096	-0.006693001	0.08196748	-0.00470437	0.01978022	0.006766349	0.006369661	0.04318691	-0.01795928	0.002151965
2CM-111	2CM-111	0.02438454	0.1113091	0.005652472	0.03291368	-0.006807968	-0.01046984	-0.008646084	0.02314704	-0.0141894	0.009301999
2CM-112	2CM-112	0.2879937	-0.2462049	0.2127169	-0.0652174	0.05594503	0.04300878	0.0260055	0.03759004	-0.01175332	0.0008759216
2CM-113	2CM-113	0.229527	-0.1578785	0.1634992	-0.04114886	0.04187934	0.03087852	0.01554849	0.04719513	-0.019082	0.007191978
2CM-114	2CM-114	0.1702744	-0.1116812	0.1381261	-0.02789897	0.02630999	0.02079489	0.01837593	0.01197239	-0.0121743	-0.001084961
2CM-115	2CM-115	0.1240352	-0.0486182	0.09792962	-0.01293514	0.02014536	0.01335442	0.0114892	0.04180882	-0.02104212	0.00295246
2CM-118	2CM-118	0.1761297	-0.09759407	0.1222749	-0.02412378	0.03156319	0.02004854	0.01836278	0.04299991	-0.01611518	0.004582055
2CM-119	2CM-119	0.136051	-0.04898553	0.09842036	-0.01258539	0.02087138	0.01474141	0.007995846	0.04733594	-0.01197254	0.002445922
2CM-120	2CM-120	0.1107885	0.02868198	0.05906724	0.005149649	0.01260819	-0.001477902	0.004625988	0.04242043	-0.01283355	0.01403054
2CM-121	2CM-121	0.1024048	0.01221356	0.07090733	0.005866495	0.008224894	0.00214653	0.008725412	0.04805768	-0.01536721	0.005562219
2CM-122	2CM-122	0.07017525	0.08006122	0.03236234	0.02052642	0.004323293	-0.008734745	-0.004687734	0.04280516	-0.008101562	0.01043441
2CM-124	2CM-124	0.1708861	-0.06892841	0.115251	-0.01206401	0.03002387	0.02018388	0.008702495	0.05232499	-0.01170974	0.003092833
2CM-125	2CM-125	0.1080046	0.006932509	0.07010017	-0.0002780362	0.008052533	0.0002075536	0.006741137	0.05090953	-0.0140755	0.0008888007
2CM-126	2CM-126	0.06432472	0.03632259	0.04746818	0.01088468	0.004143751	0.001458044	-0.004299703	0.03522573	-0.0202707	0.003760499
2CM-127	2CM-127	0.2652179	-0.2202861	0.1979685	-0.05424777	0.05204944	0.04243401	0.02012282	0.04814028	-0.007789346	0.002302574
2CM-130	2CM-130	0.2062377	-0.1330008	0.1428892	-0.03268629	0.03779212	0.03497237	0.01459034	0.04119911	-0.01260094	0.00592223
2CM-131	2CM-131	0.126583	0.005458845	0.07642306	0.003357409	0.01715499	0.005325059	0.002235434	0.04610846	-0.01336393	0.005947117
2CM-132	2CM-132	0.1478762	-0.06606805	0.1074962	-0.02121762	0.02357116	0.01693304	0.01490837	0.0522673	-0.01328648	0.007991499
2CM-133	2CM-133	0.1818843	-0.1092083	0.1275101	-0.03210026	0.02669983	0.02284513	0.01338191	0.05172665	-0.01880054	0.01052498
2CM-134	2CM-134	0.2035044	-0.1354753	0.1575184	-0.02866822	0.03473228	0.03153538	0.01989229	0.04269896	-0.01651028	-0.0006073834
2CM-135	2CM-135	0.1445277	-0.09114187	0.1266874	-0.01987825	0.02779534	0.02038137	0.01474594	0.04127809	-0.01660128	0.002077184
2CM-136	2CM-136	0.07175712	0.07178059	0.03738559	0.02444936	0.002276089	-0.002309829	-0.005932175	0.04625122	-0.01521893	0.006042196
2CM-137	2CM-137	0.1287048	-0.06034906	0.1060208	-0.01203866	0.02305308	0.01839157	0.0085844	0.04974537	-0.01243192	0.007481528
2CM-138	2CM-138	0.1451626	-0.05899644	0.100199	-0.01693786	0.02131088	0.01858629	0.0140235	0.04496157	-0.01090922	0.001195042
2CM-139	2CM-139	0.1015536	0.04705771	0.04828846	0.01598644	0.009910262	-0.002262584	-0.002731593	0.04123692	-0.01288875	0.01168577
2CM-140	2CM-140	0.1548017	-0.07012574	0.1078454	-0.0159047	0.02516121	0.02025334	0.006085116	0.04860747	-0.01033572	0.0101845
2CM-141	2CM-141	0.07100506	-0.06837372	0.103398	-0.01281215	0.01504871	0.01876465	0.009932925	0.03076814	-0.006319643	0.005602004
2CM-142	2CM-142	0.09025271	0.0383771	0.04733799	0.01276641	0.008244843	0.002344638	-0.00274497	0.0457282	-0.0105319	0.006150212
2CM-143	2CM-143	0.07152103	0.03444545	0.05220027	0.01272612	0.009796188	0.0004601335	0.003270809	0.05022224	-0.01984761	0.003317354
2CM-144	2CM-144	0.06187611	0.08878003	0.0210588	0.02324307	0.003293023	-0.007101582	-0.009615657	0.03953844	-0.01673734	0.008443805
2CM-146	2CM-146	0.1374268	-0.05005933	0.09658932	-0.0153776	0.02226907	0.0151902	0.008034953	0.04614704	-0.01512695	0.002408708
2CM-147	2CM-147	0.08288692	0.08045295	0.03612921	0.0267682	0.004244221	-0.005004814	-0.008816935	0.03800758	-0.01229993	0.006265975
2CM-148	2CM-148	0.04523791	0.1321055	-0.0001471872	0.03384473	-0.003323943	-0.02054168	-0.01892841	0.03733684	-0.00900339	0.002002252
2CM-150	2CM-150	0.08650031	-0.06815548	0.1087456	-0.009803126	0.01054203	0.01224687	0.01696745	0.00553509	-0.008593293	0.0002615019
2CM-151	2CM-151	0.2074638	-0.1155662	0.1430834	-0.02642049	0.04228865	0.02381767	0.007744406	0.05082747	-0.01691435	-0.001171755
2CM-152	2CM-152	0.1845894	-0.08913637	0.124739	-0.02064187	0.03600215	0.02065109	0.009079718	0.04404337	-0.01834144	0.001997915
2CM-153	2CM-153	0.1232594	0.009193236	0.06942263	0.01033403	0.01678574	0.004877955	0.000418274	0.02526981	-0.01072845	0.005602957
2CM-157	2CM-157	0.1360595	-0.05331687	0.1056104	-0.01121321	0.02256447	0.01582735	0.004850468	0.04252189	-0.01883546	0.01122684
2CM-158	2CM-158	0.1624004	-0.08398062	0.1166517	-0.01932853	0.03133136	0.0242925	0.005268183	0.05133166	-0.02116423	0.00554163
2CM-159	2CM-159	0.121667	-0.03549087	0.08963688	-0.01252668	0.01773892	0.01170669	-0.0004649267	0.04045514	-0.01348431	0.009034097
2CM-160	2CM-160	0.2613033	-0.2024481	0.1903576	-0.04683588	0.0502386	0.04195201	0.02142461	0.05983425	-0.01879912	0.002225318
2CM-161	2CM-161	0.03874909	0.07372313	0.0216019	0.02526832	-0.001925315	-0.006640957	-0.008016574	0.03493724	-0.01088504	0.007482835
2CM-163	2CM-163	0.07743267	0.04095727	0.0416327	0.01295542	0.005537402	0.002857271	-0.00344828	0.03410342	-0.01556175	0.01288795
2CM-164	2CM-164	0.1514056	-0.05429328	0.102321	-0.0117766	0.0251767	0.01790977	0.008017427	0.04982704	-0.01482955	0.007595436
2CM-166	2CM-166	0.261497	-0.21173	0.1949111	-0.06136326	0.0550999	0.04136137	0.02353851	0.05986002	-0.02280159	0.002013406
2CM-167	2CM-167	0.06696268	0.02347186	0.04549006	0.003215515	0.0007828781	0.008406139	-0.003699968	0.03957471	-0.017165	0.008248347
2CM-168	2CM-168	0.09789075	0.03427527	0.05366776	0.006401199	0.009819865	-0.001694439	-0.004638562	0.03757002	-0.007332789	0.009252657
2CM-173	2CM-173	0.1958075	-0.1380981	0.1511169	-0.03651713	0.0326096	0.03371732	0.01060666	0.05581466	-0.0181866	0.0101903
2CM-174	2CM-174	0.2507769	-0.190647	0.180849	-0.05802912	0.05325543	0.0423515	0.01816413	0.06889961	-0.01641571	0.001259982
2CM-175	2CM-175	0.1532994	-0.09889236	0.1284708	-0.02580111	0.03088905	0.02409246	0.009079202	0.05397925	-0.02285664	0.01481375
2CM-176	2CM-176	0.1520689	-0.0598019	0.1061362	-0.01544318	0.02735253	0.01421987	0.006522376	0.04846481	-0.01711284	0.001599162
2CM-180	2CM-180	0.1241483	-0.04769028	0.0965571	-0.01071884	0.02086531	0.01107449	0.01018133	0.04435039	-0.009675336	0.005029304
2CM-181	2CM-181	0.09308303	0.06154706	0.03970019	0.01941168	0.01006592	-0.005030107	-0.008390706	0.01323222	-0.003109231	0.0003656608
2CM-184	2CM-184	0.05858149	0.1238713	0.01636789	0.03416666	0.0005567056	-0.02015902	-0.006441885	0.02966485	-0.01084967	0.01248478
2CM-186	2CM-186	0.1623531	-0.057676	0.1051334	-0.01362608	0.02382249	0.01980739	0.006817405	0.04779395	-0.01566617	-0.0002167375
2CM-189	2CM-189	0.1133678	-0.01979891	0.0805606	-0.001484773	0.01385902	0.01000558	0.003170607	0.04274974	-0.02060575	0.005658194
2CM-190	2CM-190	0.1097462	0.01063523	0.07244901	-0.0006988702	0.0164634	0.005083394	0.001280331	0.03929706	-0.01180519	0.007580759
2CM-192	2CM-192	0.2430179	-0.185342	0.1814563	-0.05110562	0.04769788	0.03165696	0.02299073	0.04144141	-0.01759314	0.005418054
2CM-194	2CM-194	0.1115507	0.02326406	0.06510324	0.008744864	0.01541679	-0.003057442	1.903269e-05	0.04277167	-0.01353969	0.008372288
2CM-195	2CM-195	0.2176706	-0.1423123	0.1533909	-0.03977792	0.03775444	0.0270941	0.01454803	0.06729726	-0.0153251	0.001908464
2CM-196	2CM-196	-0.04271282	0.2431706	-0.08565755	0.04186409	-0.02744109	-0.04616893	-0.01050759	0.03961502	-0.000265578	0.02273572
2CM-197	2CM-197	0.166747	-0.05136072	0.1063182	-0.01213599	0.02468954	0.01571523	0.01126002	0.03878833	-0.01352817	0.00402699
2CM-198	2CM-198	0.1676225	-0.1496982	0.1526738	-0.04199292	0.03144884	0.03202274	0.01886228	0.04750382	-0.01587038	0.003830319
2CM-199	2CM-199	0.1641808	-0.08202752	0.1178899	-0.02909514	0.02874214	0.02007919	0.007490643	0.04652377	-0.01998813	0.006954987
